ano,mes,chuva,evaporacao,insolacao,tempmed,umidrel,tempmax_abs,tempmax_med,tempmin_abs,tempmin_med
2002,4,49.8,131.8,210.6,24.4,66.5,34.4,31.2,15.2,19.9
2002,5,388.4,79.0,172.4,19.9,77.3,31.6,24.7,8.8,16.4
2002,6,38.2,79.6,134.3,18.2,76.2,29.0,23.3,5.0,14.9
2002,7,84.0,67.3,179.5,16.0,77.9,28.6,21.5,2.8,12.1
2002,8,146.0,108.0,191.5,19.5,70.4,31.5,25.4,6.0,15.4
2002,9,164.8,122.9,213.1,18.2,64.8,33.6,24.7,1.6,12.8
2002,10,447.2,102.1,155.7,22.5,76.7,36.6,28.0,12.2,18.4
2002,11,277.4,120.3,205.6,23.1,70.0,35.0,29.3,9.0,18.0
2002,12,122.9,101.4,236.2,24.6,73.7,33.6,30.3,15.8,20.1
2003,1,149.8,93.6,253.8,25.1,74.3,35.0,31.0,18.0,20.4
2003,2,261.6,58.3,193.5,24.6,80.3,35.3,30.6,16.2,20.5
2003,3,127.6,84.1,220.1,23.6,76.4,35.0,30.0,14.8,19.3
2003,4,93.0,105.5,267.7,21.1,67.1,33.2,28.4,6.2,15.9
2003,5,73.4,73.4,243.2,17.2,68.0,29.6,24.5,5.0,12.3
2003,6,124.0,58.6,194.6,19.1,76.3,28.6,25.1,11.2,15.2
2003,7,66.0,94.3,195.7,17.9,67.3,29.8,24.1,2.0,13.3
2003,8,34.0,125.5,250.5,15.8,57.0,32.0,23.4,1.6,9.8
2003,9,191.6,135.9,221.8,20.1,59.0,36.0,27.3,2.4,14.3
2003,10,224.2,143.3,260.7,22.4,62.9,35.4,29.4,12.4,17.0
2003,11,103.2,159.3,238.3,23.0,60.3,37.8,29.6,11.6,17.4
2003,12,387.8,117.4,222.7,23.5,72.9,32.6,29.3,13.8,18.8
2004,1,141.0,117.4,304.2,24.9,70.7,33.6,31.2,17.4,19.7
2004,2,55.2,126.5,284.5,24.0,65.2,34.4,30.7,15.0,18.5
2004,3,41.2,176.2,283.8,24.4,56.8,37.4,32.1,15.0,18.4
2004,4,160.0,107.8,216.9,23.1,71.0,33.8,29.1,11.0,18.7
2004,5,334.0,38.8,110.3,15.6,84.3,25.0,19.9,5.0,12.5
2004,6,106.0,62.8,181.2,17.0,75.2,27.8,22.6,1.0,12.9
2004,7,181.8,35.6,176.2,15.8,75.5,26.8,21.0,1.8,11.9
2004,8,13.8,76.5,248.6,17.7,63.7,31.4,24.7,1.6,12.2
2004,9,87.8,139.0,218.8,22.0,60.6,36.4,29.2,7.6,16.4
2004,10,356.5,118.8,244.4,21.3,63.3,35.6,28.0,10.6,16.0
2004,11,200.0,126.2,227.2,22.5,66.1,34.2,28.6,12.8,17.4
2004,12,65.4,125.5,275.6,23.7,66.4,35.0,29.9,15.2,18.4
2005,1,217.0,60.1,238.4,24.8,76.5,34.6,30.0,15.4,20.6
2005,2,9.2,142.1,271.3,25.5,59.4,37.8,33.1,16.6,19.4
2005,3,30.2,162.3,250.7,25.4,57.5,38.0,32.7,16.2,20.0
2005,4,127.8,94.3,172.2,22.2,71.7,35.6,28.3,9.9,18.0
2005,5,366.2,90.2,197.4,19.7,71.8,31.2,25.3,4.0,15.6
2005,6,226.2,57.3,163.2,18.9,80.0,28.4,23.6,7.0,15.6
2005,7,132.6,43.0,229.0,15.3,71.3,29.4,21.2,2.2,10.7
2005,8,91.4,85.7,241.3,18.9,62.7,32.0,25.9,4.0,13.6
2005,9,210.0,83.3,157.4,16.3,72.2,31.6,21.7,4.2,11.9
2005,10,503.8,58.5,179.2,22.1,74.1,35.4,27.7,11.4,17.9
2005,11,37.4,165.6,273.4,24.4,57.2,35.6,31.2,11.8,18.8
2005,12,62.6,163.4,282.3,25.2,59.2,34.6,31.6,14.4,19.4
2006,1,168.8,106.2,264.4,25.8,68.8,37.0,32.4,18.2,20.8
2006,2,35.7,90.1,233.9,24.7,69.6,35.0,31.2,13.2,19.5
2006,3,148.8,92.9,208.7,24.1,74.0,34.6,30.1,14.4,20.0
2006,4,111.0,103.1,233.2,20.8,69.1,30.8,27.2,11.4,16.4
2006,5,1.6,101.7,265.4,16.3,65.3,29.6,23.5,6.0,11.0
2006,6,61.4,90.9,207.4,18.4,71.4,29.0,24.5,6.4,14.3
2006,7,25.0,113.2,226.0,19.1,66.5,31.6,25.5,2.4,14.3
2006,8,134.2,121.4,228.3,19.3,54.4,35.0,26.2,2.6,13.9
2006,9,231.0,131.7,204.6,19.2,60.4,35.4,25.6,2.2,14.0
2006,10,145.5,111.9,247.3,23.5,69.2,35.2,29.8,13.6,18.5
2006,11,170.4,113.1,219.3,23.2,70.2,34.6,29.1,10.8,18.4
2006,12,293.1,88.9,242.7,25.2,77.9,35.6,31.0,18.0,21.0
2007,1,223.9,81.5,206.5,25.2,76.6,34.4,30.5,18.0,21.1
2007,2,201.2,49.2,216.9,25.0,74.2,34.8,31.3,18.8,20.6
2007,3,104.4,79.5,226.2,24.8,72.8,35.8,31.3,13.4,20.6
2007,4,285.0,63.5,201.7,22.2,75.9,34.8,28.0,10.2,18.4
2007,5,252.8,60.7,182.1,16.4,76.9,30.2,22.0,0.2,12.5
2007,6,10.4,53.1,163.1,17.3,70.4,29.4,23.6,3.8,13.1
2007,7,133.0,78.6,168.4,14.7,71.4,29.2,20.7,0.8,10.5
2007,8,22.6,112.3,179.7,17.7,66.6,32.4,24.2,4.2,13.2
2007,9,19.1,147.3,209.6,22.9,56.0,35.6,30.1,6.0,17.8
2007,10,170.0,140.5,176.5,23.3,66.8,37.4,29.8,13.8,18.6
2007,11,346.6,148.5,256.1,22.8,63.1,34.6,29.5,10.8,17.1
2007,12,130.0,130.8,265.1,24.7,72.5,37.4,31.2,16.0,19.8
2008,1,181.0,104.3,252.1,24.3,72.9,34.0,30.3,16.8,19.8
2008,2,88.8,115.0,244.7,24.4,72.1,33.8,30.7,15.8,19.7
2008,3,35.6,131.8,252.7,23.9,65.8,33.6,30.6,15.4,18.9
2008,4,227.2,90.8,211.7,20.5,70.5,35.0,26.8,5.0,15.6
2008,5,51.8,82.7,197.7,17.3,71.4,31.0,23.5,2.6,12.6
2008,6,165.2,36.4,120.5,14.9,78.0,28.2,19.6,2.4,11.3
2008,7,66.0,93.8,214.2,18.7,67.9,29.0,25.0,7.8,14.1
2008,8,121.8,86.2,212.2,19.1,72.8,31.3,25.3,5.0,14.5
2008,9,131.0,72.6,237.5,17.9,66.3,34.7,25.1,2.6,12.3
2008,10,307.6,99.0,182.5,22.1,76.3,34.4,28.2,12.0,17.5
2008,11,90.6,131.2,257.2,23.8,64.9,34.4,30.1,15.0,18.7
2008,12,39.8,115.7,301.6,25.3,57.1,37.0,32.5,12.6,19.5
2009,1,195.4,115.7,301.6,23.8,71.5,34.8,30.3,15.3,19.0
2009,2,230.8,90.6,200.6,24.6,77.3,34.8,30.7,17.8,20.3
2009,3,43.4,142.3,262.4,24.9,67.4,35.8,32.2,15.8,19.8
2009,4,87.0,144.8,276.1,22.6,64.2,33.6,29.9,11.8,17.0
2009,5,309.0,76.6,159.0,18.5,78.5,30.6,24.0,5.0,15.0
2009,6,79.8,58.1,170.7,14.4,78.0,26.2,19.9,1.8,10.5
2009,7,145.4,59.0,136.8,14.8,80.3,26.6,19.8,-0.4,11.0
2009,8,220.8,92.3,208.7,18.1,72.4,31.8,24.5,5.4,13.4
2009,9,207.6,85.9,139.4,18.8,78.3,35.2,24.0,8.0,14.7
2009,10,354.6,75.3,211.8,22.0,74.4,34.2,27.9,10.0,17.1
2009,11,236.4,97.6,187.1,25.4,78.6,37.4,31.4,17.2,20.8
2009,12,219.0,97.3,222.3,24.9,78.0,32.8,30.5,14.6,20.6
2010,1,146.6,97.3,222.3,25.2,78.4,33.9,31.1,16.9,20.9
2010,2,175.4,84.8,183.1,25.4,77.1,36.0,30.8,17.2,21.6
2010,3,251.0,115.2,253.3,23.9,72.3,33.0,29.9,15.8,19.2
2010,4,250.0,86.8,223.1,20.8,72.6,32.0,26.7,12.4,16.6
2010,5,165.2,19.3,145.3,16.5,82.8,27.8,21.5,6.0,12.9
2010,6,47.8,38.3,198.3,17.1,73.8,29.0,23.1,4.6,13.1
2010,7,101.2,55.0,171.2,16.1,74.7,28.2,21.7,0.6,12.0
2010,8,38.2,55.0,171.2,17.8,62.7,32.8,25.2,2.3,12.3
2010,9,10.4,55.0,171.2,20.4,64.7,35.2,27.0,7.8,15.3
2010,10,251.9,55.0,171.2,20.3,66.9,32.6,26.5,9.6,15.1
2010,11,43.2,166.0,270.8,22.4,61.3,34.0,28.8,10.5,16.5
2010,12,415.4,82.2,198.5,23.4,78.8,33.2,28.7,9.4,19.4
2011,1,228.4,82.2,198.5,24.7,80.1,33.9,31.1,18.1,20.3
2011,2,226.4,53.3,152.9,24.3,84.8,32.0,29.4,18.8,21.0
2011,3,125.2,107.8,309.9,24.2,71.0,33.8,30.3,17.0,19.6
2011,4,162.1,80.8,236.1,21.4,74.6,31.2,27.9,11.8,16.6
2011,5,22.2,57.5,220.9,17.9,73.2,29.2,24.1,8.4,13.7
2011,6,94.4,70.2,173.2,15.7,73.8,28.0,21.5,-0.6,11.5
2011,7,256.4,81.5,165.9,16.8,72.5,28.8,22.3,2.2,13.0
2011,8,240.0,87.3,185.1,17.4,70.8,31.6,22.9,1.2,13.6
2011,9,153.4,123.4,240.5,19.7,63.9,35.4,26.4,5.0,14.3
2011,10,291.2,138.9,243.0,22.1,64.9,34.4,28.2,12.8,17.1
2011,11,152.4,131.8,236.7,22.8,64.8,34.4,28.7,14.2,18.0
2011,12,29.2,169.9,288.9,24.4,59.7,36.6,30.7,12.6,18.7
2012,1,207.4,169.9,288.9,25.7,65.4,36.1,32.0,17.5,20.6
2012,2,121.6,120.5,226.0,25.7,67.6,37.0,32.7,15.8,21.1
2012,3,48.4,144.4,281.0,23.6,58.0,34.6,31.0,7.6,18.0
2012,4,353.6,87.6,180.2,20.8,74.7,31.2,26.5,7.8,16.9
2012,5,71.2,85.5,232.7,18.5,71.5,28.6,24.0,7.8,14.6
2012,6,179.2,47.4,167.5,16.7,80.4,27.4,21.6,1.4,13.2
2012,7,125.8,63.0,148.5,16.0,77.3,29.6,21.3,3.6,12.4
2012,8,4.0,124.9,247.7,20.4,62.6,30.5,26.8,8.4,16.0
2012,9,83.2,166.1,235.7,21.3,55.4,36.4,28.8,5.6,15.4
2012,10,297.0,128.1,190.5,22.8,68.2,37.0,28.8,13.4,18.2
2012,11,42.2,151.8,259.5,24.8,61.8,35.8,31.0,17.4,19.8
2012,12,293.8,97.2,235.5,25.4,77.3,34.8,31.3,16.8,21.1
2013,1,179.2,108.5,295.0,24.3,66.8,34.4,30.4,15.4,19.1
2013,2,230.6,64.5,192.4,24.0,77.7,33.6,29.8,16.4,20.0
2013,3,351.6,75.2,184.9,22.4,75.6,32.4,28.0,12.4,18.4
2013,4,83.2,94.3,242.2,20.8,69.8,32.2,27.2,8.6,16.1
2013,5,182.6,65.2,175.2,18.1,78.6,32.0,23.7,7.0,14.1
2013,6,427.4,29.7,121.2,16.7,87.1,25.2,21.1,7.8,13.5
2013,7,52.2,55.4,221.8,16.0,74.1,28.6,22.0,-0.4,11.6
2013,8,114.0,88.7,215.8,15.9,67.7,30.0,22.4,0.4,11.1
2013,9,238.2,115.3,203.1,19.2,68.0,33.6,25.2,4.8,14.5
2013,10,152.6,116.6,200.0,21.7,66.6,34.0,27.5,9.8,17.1
2013,11,163.0,150.6,252.2,23.8,65.4,35.4,29.8,14.4,19.0
2013,12,122.4,112.1,257.7,24.8,74.3,34.2,30.9,17.8,20.4
2014,1,230.6,112.1,257.7,24.8,78.0,34.1,31.1,16.9,20.4
2014,2,141.1,108.2,236.1,25.4,69.5,37.0,32.0,14.8,20.8
2014,3,208.0,112.5,229.7,23.3,73.5,33.8,29.7,11.2,18.9
2014,4,221.6,75.7,208.7,21.2,77.5,33.8,27.0,8.6,17.4
2014,5,258.6,60.1,155.4,17.9,79.1,29.4,23.3,6.4,14.2
2014,6,424.8,47.5,132.9,17.1,83.4,27.4,21.3,6.2,14.2
2014,7,182.0,62.7,188.4,16.5,76.9,28.6,21.9,4.2,12.7
2014,8,20.4,116.8,255.2,19.2,63.9,32.2,26.2,3.4,14.1
2014,9,288.8,90.9,183.1,20.9,72.5,33.8,26.6,10.0,16.9
2014,10,79.1,172.9,273.5,24.8,59.8,38.2,32.0,13.6,19.1
2014,11,179.0,115.1,221.3,23.8,67.6,33.2,29.8,15.0,19.0
2014,12,97.4,92.4,205.9,24.3,74.9,34.4,29.7,15.8,20.3
2015,1,202.8,92.4,205.9,24.9,78.1,35.1,31.8,18.3,20.6
2015,2,178.6,92.4,205.9,24.4,77.4,34.1,31.4,17.1,19.6
2015,3,146.4,99.5,236.0,24.0,74.2,33.8,30.4,15.2,19.7
2015,4,124.2,75.7,220.0,22.0,77.8,31.4,28.2,13.2,17.7
2015,5,149.5,77.1,159.0,19.1,77.1,30.2,24.3,8.8,15.7
2015,6,170.0,74.6,204.9,18.2,75.5,29.4,24.0,3.0,14.1
2015,7,323.6,50.4,134.0,16.7,83.1,29.0,21.1,7.0,13.4
2015,8,37.8,154.0,225.7,21.5,60.0,33.6,28.3,10.4,16.5
2015,9,89.4,160.7,205.7,21.8,63.5,37.8,28.6,4.8,16.8
2015,10,110.6,129.8,196.7,23.9,71.3,36.6,29.8,12.2,19.5
2015,11,247.0,72.0,110.8,22.9,82.2,35.0,27.6,12.4,19.5
2015,12,416.1,64.4,152.7,24.1,84.4,32.8,28.6,17.0,20.5
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
